index,origi,name,is_slack,area,lat,lon,n_neighbors,nominal_voltage_kv
1377,7619,36089490600,0,9,44.832,-74.947,2,138
1378,7627,36089491400,0,9,44.712,-75.457,2,138
1379,7633,36089492000,0,9,44.556,-75.157,2,138
1380,7635,36089492300,0,9,44.498,-74.871,3,138
1381,7638,36089492600,0,9,44.309,-75.256,2,138
1382,7642,36091060101,0,6,43.236,-73.677,2,138
1383,7645,36091060300,0,6,43.226,-73.886,2,138
1384,7646,36091060400,0,6,43.246,-73.831,3,138
1385,7647,36091060501,0,6,43.336,-73.904,2,138
1386,7652,36091060701,0,6,43.155,-73.72,2,138
1387,7653,36091060702,0,6,43.132,-73.756,2,138
1388,7657,36091061000,0,6,43.08,-73.784,2,138
1389,7659,36091061200,0,6,43.078,-73.792,2,138
1390,7661,36091061302,0,6,43.066,-73.825,4,138
1391,7662,36091061303,0,6,43.101,-73.783,2,138
1392,7670,36091061800,0,6,43.008,-73.853,1,138
1393,7672,36091061903,0,6,42.956,-73.777,2,138
1394,7681,36091062501,0,6,42.911,-73.799,3,138
1395,7687,36091062509,0,6,42.874,-73.805,1,138
1396,7697,36093020600,0,6,42.801,-73.91,2,138
1397,7706,36093021600,0,6,42.793,-73.936,3,138
1398,7707,36093021700,0,6,42.791,-73.921,2,138
1399,7711,36093032101,0,6,42.816,-73.875,4,345
1400,7722,36093032602,0,6,42.833,-74.034,4,138
1401,7733,36093033400,0,6,42.817,-73.923,1,138
1402,7736,36095740200,0,6,42.684,-74.447,2,138
1403,7738,36095740400,0,6,42.745,-74.542,3,138
1404,7739,36095740500,0,6,42.601,-74.583,1,138
1405,7743,36097950100,0,4,42.467,-76.783,2,138
1406,7744,36097950200,0,4,42.42,-76.939,3,138
1407,7746,36097950400,0,4,42.337,-76.909,2,138
1408,7748,36099950100,0,4,42.984,-76.849,2,138
1409,7751,36099950400,0,4,42.912,-76.827,2,138
1410,7752,36099950500,0,4,42.926,-76.883,3,138
1411,7754,36099950700,0,4,42.848,-76.845,2,138
1412,7755,36099950800,0,4,42.746,-76.834,2,138
1413,7758,36101960100,0,4,42.523,-77.199,2,138
1414,7760,36101960300,0,4,42.516,-77.481,4,138
1415,7763,36101960600,0,4,42.335,-77.678,1,138
1416,7764,36101960700,0,4,42.332,-77.659,3,138
1417,7769,36101961200,0,4,42.348,-77.307,1,138
1418,7771,36101961400,0,4,42.409,-77.23,2,138
1419,7780,36101962300,0,4,42.138,-77.141,1,138
1420,7789,36103110102,0,7,40.861,-73.449,2,138
1421,7790,36103110200,0,7,40.883,-73.435,2,138
1422,7794,36103110501,0,7,40.888,-73.358,2,138
1423,7795,36103110502,0,7,40.874,-73.364,2,138
1424,7796,36103110600,0,7,40.904,-73.343,3,230
1425,7799,36103110901,0,7,40.864,-73.424,2,138
1426,7800,36103110902,0,7,40.853,-73.422,2,138
1427,7801,36103111001,0,7,40.868,-73.414,2,138
1428,7803,36103111100,0,7,40.838,-73.42,2,138
1429,7806,36103111300,0,7,40.872,-73.39,4,138
1430,7808,36103111402,0,7,40.841,-73.385,1,138
1431,7822,36103111900,0,7,40.82,-73.434,2,138
1432,7829,36103112206,0,7,40.78,-73.424,4,345
1433,7835,36103122300,0,7,40.737,-73.416,4,138
1434,7836,36103122403,0,7,40.748,-73.386,2,138
1435,7838,36103122405,0,7,40.765,-73.36,3,138
1436,7840,36103122501,0,7,40.747,-73.357,2,138
1437,7842,36103122601,0,7,40.756,-73.334,2,138
1438,7845,36103122704,0,7,40.765,-73.352,2,138
1439,7849,36103122801,0,7,40.756,-73.309,3,138
1440,7850,36103122802,0,7,40.739,-73.315,1,138
1441,7857,36103123201,0,7,40.715,-73.422,2,138
1442,7858,36103123202,0,7,40.704,-73.406,3,138
1443,7860,36103123302,0,7,40.693,-73.407,2,138
1444,7861,36103123401,0,7,40.707,-73.394,3,138
1445,7863,36103123500,0,7,40.679,-73.416,2,138
1446,7865,36103123701,0,7,40.686,-73.401,2,138
1447,7889,36103135002,0,7,40.869,-73.165,2,138
1448,7890,36103135003,0,7,40.872,-73.146,2,138
1449,7899,36103135205,0,7,40.821,-73.283,2,138
1450,7901,36103135209,0,7,40.817,-73.25,4,230
1451,7905,36103135401,0,7,40.843,-73.161,3,138
1452,7908,36103145602,0,7,40.793,-73.256,2,138
1453,7910,36103145604,0,7,40.784,-73.255,2,138
1454,7912,36103145701,0,7,40.813,-73.214,3,230
1455,7914,36103145703,0,7,40.795,-73.216,3,138
1456,7921,36103145901,0,7,40.757,-73.286,1,138
1457,7922,36103145902,0,7,40.762,-73.271,2,138
1458,7925,36103146002,0,7,40.755,-73.254,2,138
1459,7927,36103146102,0,7,40.757,-73.239,2,138
1460,7929,36103146105,0,7,40.771,-73.231,2,138
1461,7930,36103146106,0,7,40.769,-73.239,2,138
1462,7944,36103146606,0,7,40.771,-73.135,1,138
1463,7945,36103146607,0,7,40.774,-73.096,2,138
1464,7950,36103146614,0,7,40.799,-73.061,1,138
1465,7976,36103147804,0,7,40.755,-73.072,1,138
1466,7977,36103147901,0,7,40.758,-73.052,2,138
1467,7979,36103158001,0,7,40.953,-73.119,2,138
1468,7980,36103158002,0,7,40.931,-73.133,2,138
1469,7981,36103158006,0,7,40.889,-73.126,2,138
1470,7982,36103158007,0,7,40.91,-73.121,3,138
1471,7985,36103158011,0,7,40.908,-73.087,2,138
1472,7997,36103158202,0,7,40.926,-73.065,3,138
1473,8000,36103158206,0,7,40.942,-73.068,2,138
1474,8016,36103158402,0,7,40.954,-72.88,1,138
1475,8020,36103158408,0,7,40.954,-72.918,2,138
1476,8033,36103158605,0,7,40.823,-73.07,2,230
1477,8043,36103158710,0,7,40.876,-72.875,1,138
1478,8049,36103158900,0,7,40.768,-73.022,2,138
1479,8051,36103159102,0,7,40.775,-72.985,3,138
1480,8054,36103159106,0,7,40.808,-72.925,3,138
1481,8056,36103159108,0,7,40.809,-72.974,1,138
1482,8079,36103169704,0,7,40.924,-72.762,4,138
1483,8080,36103169800,0,7,40.925,-72.669,2,138
1484,8111,36105950200,0,9,41.939,-74.797,2,230
1485,8114,36105950500,0,9,41.824,-74.738,2,230
1486,8117,36105950800,0,1,41.784,-74.624,2,230
1487,8120,36105951100,0,1,41.7,-74.553,3,230
1488,8121,36105951200,0,1,41.588,-74.435,2,138
1489,8122,36105951300,0,1,41.585,-74.521,3,138
1490,8129,36105952100,0,9,41.76,-75.004,2,138
1491,8130,36105952200,0,9,41.679,-74.994,2,138
1492,8131,36105952300,0,9,41.584,-74.983,2,138
1493,8132,36105952400,0,9,41.539,-74.889,2,138
1494,8133,36105952500,0,1,41.493,-74.812,2,138
1495,8134,36107020100,0,4,42.296,-76.177,2,138
1496,8135,36107020200,0,4,42.232,-76.332,2,138
1497,8136,36107020300,0,4,42.133,-76.182,2,138
1498,8157,36109001400,0,4,42.446,-76.391,3,138
1499,8158,36109001500,0,4,42.507,-76.47,3,138
1500,8159,36109001600,0,4,42.518,-76.623,1,138
1501,8162,36109001900,0,4,42.355,-76.379,2,138
1502,8163,36109002000,0,4,42.475,-76.297,2,138
1503,8164,36109002100,0,4,42.522,-76.345,4,138
1504,8165,36109002200,0,4,42.588,-76.337,2,138
1505,8167,36111950100,0,1,42.125,-73.992,3,138
1506,8168,36111950200,0,1,42.076,-73.952,2,138
1507,8169,36111950300,0,1,42.053,-73.955,2,138
1508,8174,36111951000,0,1,41.946,-74.267,2,138
1509,8177,36111951300,0,1,41.995,-73.975,2,138
1510,8178,36111951400,0,1,41.961,-73.984,5,138
1511,8181,36111951700,0,1,41.927,-73.982,2,138
1512,8190,36111952600,0,1,41.838,-73.996,2,138
1513,8206,36111954500,0,1,41.716,-74.342,1,138
1514,8208,36111954700,0,1,41.729,-74.482,2,138
1515,8209,36111954800,0,1,41.721,-74.397,3,138
1516,8210,36111954900,0,1,42.037,-73.969,2,138
1517,8211,36111955000,0,1,41.835,-74.308,2,138
1518,8212,36111955300,0,1,42.054,-74.371,2,138
1519,8216,36113070300,0,6,43.317,-73.657,3,138
1520,8217,36113070400,0,6,43.32,-73.639,2,138
1521,8218,36113070500,0,6,43.311,-73.631,3,345
1522,8221,36113070701,0,6,43.337,-73.664,2,138
1523,8225,36113071000,0,6,43.326,-73.803,2,138
1524,8243,36115088000,0,6,43.229,-73.56,2,138
1525,8255,36117020302,0,2,43.08,-77.283,2,138
1526,8257,36117020402,0,2,43.217,-77.192,2,138
1527,8258,36117020500,0,2,43.163,-77.194,3,138
1528,8259,36117020600,0,2,43.085,-77.189,2,138
1529,8261,36117020800,0,2,43.252,-77.048,2,138
1530,8264,36117021100,0,4,43.042,-77.109,2,138
1531,8265,36117021200,0,4,43.038,-77.083,2,138
1532,8266,36117021400,0,4,43.064,-76.993,2,138
1533,8267,36117021501,0,2,43.243,-76.889,2,138
1534,8268,36117021502,0,2,43.269,-76.769,5,138
1535,8269,36117021600,0,2,43.168,-76.829,2,138
1536,8270,36117021700,0,4,43.074,-76.836,2,138
1537,8271,36117021800,0,4,43.084,-76.871,2,138
1538,8275,36119000201,0,11,40.92,-73.899,3,230
1539,8277,36119000203,0,11,40.915,-73.904,2,138
1540,8278,36119000300,0,11,40.932,-73.896,3,230
1541,8279,36119000401,0,11,40.937,-73.898,4,138
1542,8280,36119000402,0,11,40.944,-73.897,3,138
1543,8281,36119000500,0,11,40.939,-73.889,2,138
1544,8282,36119000600,0,11,40.944,-73.889,4,138
1545,8284,36119000702,0,11,40.969,-73.889,3,138
1546,8285,36119000801,0,11,40.961,-73.881,2,138
1547,8286,36119000802,0,11,40.957,-73.876,3,345
1548,8287,36119000803,0,11,40.952,-73.886,2,138
1549,8288,36119000900,0,11,40.974,-73.87,4,345
1550,8289,36119001000,0,11,40.937,-73.885,2,138
1551,8291,36119001102,0,11,40.931,-73.884,2,138
1552,8294,36119001302,0,11,40.912,-73.889,2,138
1553,8295,36119001303,0,11,40.915,-73.894,2,138
1554,8303,36119001600,0,11,40.943,-73.876,2,138
1555,8304,36119001700,0,11,40.949,-73.863,2,138
1556,8305,36119001800,0,11,40.959,-73.867,4,345
1557,8306,36119001900,0,11,40.965,-73.866,3,345
1558,8308,36119002101,0,11,40.978,-73.835,2,138
1559,8310,36119002104,0,11,40.962,-73.836,4,138
1560,8312,36119002106,0,11,40.974,-73.828,2,138
1561,8314,36119002201,0,11,40.955,-73.835,3,138
1562,8315,36119002202,0,11,40.946,-73.842,2,138
1563,8318,36119002300,0,11,40.938,-73.862,2,138
1564,8321,36119002403,0,11,40.92,-73.851,2,138
1565,8322,36119002404,0,11,40.924,-73.856,3,138
1566,8323,36119002405,0,11,40.927,-73.861,2,138
1567,8324,36119002600,0,11,40.896,-73.828,4,345
1568,8327,36119002900,0,11,40.906,-73.84,2,138
1569,8328,36119003000,0,11,40.909,-73.844,2,138
1570,8331,36119003300,0,11,40.906,-73.825,4,138
1571,8333,36119003500,0,11,40.911,-73.848,3,138
1572,8336,36119003800,0,11,40.924,-73.839,2,138
1573,8338,36119004000,0,11,40.915,-73.832,2,138
1574,8339,36119004100,0,11,40.915,-73.82,2,138
1575,8340,36119004200,0,11,40.921,-73.825,2,138
1576,8342,36119004400,0,11,40.928,-73.824,2,138
1577,8343,36119004500,0,11,40.931,-73.836,2,138
1578,8344,36119004600,0,11,40.941,-73.834,6,138
1579,8345,36119004700,0,11,40.939,-73.824,2,138
1580,8348,36119005001,0,11,40.977,-73.802,2,138
1581,8349,36119005002,0,11,40.967,-73.807,2,138
1582,8350,36119005100,0,11,40.955,-73.813,3,138
1583,8351,36119005200,0,11,40.942,-73.809,2,138
1584,8352,36119005300,0,11,40.916,-73.807,2,138
1585,8358,36119005901,0,11,40.908,-73.777,2,138
1586,8359,36119005902,0,11,40.908,-73.769,2,138
1587,8361,36119006100,0,11,40.905,-73.793,1,138
1588,8366,36119006600,0,11,40.93,-73.797,2,138
1589,8370,36119006900,0,11,40.956,-73.753,2,138
1590,8371,36119007000,0,11,40.936,-73.762,2,138
1591,8372,36119007100,0,11,40.926,-73.753,2,138
1592,8374,36119007300,0,11,40.958,-73.74,2,138
1593,8380,36119007800,0,11,40.992,-73.666,2,138
1594,8381,36119007900,0,11,40.999,-73.674,2,138
1595,8382,36119008000,0,11,41.002,-73.664,2,138
1596,8386,36119008302,0,11,41.033,-73.687,2,138
1597,8387,36119008401,0,11,40.976,-73.726,2,138
1598,8389,36119008404,0,11,40.965,-73.715,2,138
1599,8391,36119008602,0,11,41.047,-73.722,2,138
1600,8392,36119008700,0,11,41.043,-73.745,3,138
1601,8393,36119008800,0,11,41.035,-73.758,2,138
1602,8394,36119008901,0,11,41.043,-73.766,2,138
1603,8395,36119008902,0,11,41.053,-73.757,2,138
1604,8396,36119009000,0,11,41.041,-73.773,2,138
1605,8398,36119009200,0,11,41.023,-73.777,4,138
1606,8399,36119009300,0,11,41.03,-73.77,2,138
1607,8400,36119009400,0,11,41.029,-73.762,4,138
1608,8402,36119009600,0,11,41.012,-73.767,2,138
1609,8403,36119009701,0,11,41.002,-73.755,2,138
1610,8404,36119009702,0,11,41.021,-73.745,3,138
1611,8405,36119009703,0,11,41.002,-73.736,2,138
1612,8406,36119009800,0,11,40.979,-73.762,2,138
1613,8408,36119010000,0,11,41.004,-73.793,2,138
1614,8409,36119010100,0,11,40.984,-73.799,2,138
1615,8410,36119010200,0,11,40.991,-73.871,3,345
1616,8411,36119010300,0,11,40.988,-73.882,2,138
1617,8412,36119010400,0,11,41.017,-73.87,3,138
1618,8413,36119010500,0,11,41.011,-73.862,2,138
1619,8415,36119010701,0,11,40.995,-73.84,4,138
1620,8416,36119010702,0,11,41.001,-73.809,3,138
1621,8417,36119010801,0,11,41.019,-73.814,2,138
1622,8418,36119010803,0,11,41.031,-73.798,2,138
1623,8419,36119010804,0,11,41.02,-73.792,2,138
1624,8420,36119010901,0,11,41.061,-73.792,2,138
1625,8421,36119010902,0,11,41.05,-73.782,2,138
1626,8422,36119010903,0,11,41.043,-73.804,3,138
1627,8423,36119011000,0,11,41.069,-73.815,2,138
1628,8424,36119011101,0,11,41.055,-73.834,2,138
1629,8426,36119011200,0,11,41.054,-73.814,3,230
1630,8427,36119011300,0,11,41.035,-73.858,2,138
1631,8428,36119011400,0,11,41.066,-73.854,2,230
1632,8429,36119011500,0,11,41.074,-73.861,3,138
1633,8430,36119011600,0,11,41.085,-73.864,2,138
1634,8432,36119011800,0,11,41.125,-73.819,3,138
1635,8433,36119011902,0,11,41.083,-73.784,3,138
1636,8434,36119012000,0,11,41.103,-73.794,3,138
1637,8436,36119012102,0,11,41.12,-73.776,2,138
1638,8437,36119012200,0,11,41.138,-73.783,3,138
1639,8438,36119012301,0,11,41.069,-73.76,2,138
1640,8439,36119012303,0,11,41.127,-73.718,2,138
1641,8443,36119012502,0,1,41.28,-73.583,3,138
1642,8445,36119012600,0,10,41.253,-73.653,2,138
1643,8447,36119012802,0,10,41.231,-73.7,3,138
1644,8449,36119013000,0,10,41.204,-73.739,2,138
1645,8450,36119013102,0,11,41.166,-73.74,2,138
1646,8453,36119013201,0,11,41.136,-73.843,2,138
1647,8454,36119013202,0,11,41.155,-73.837,2,138
1648,8455,36119013301,0,11,41.161,-73.866,4,138
1649,8456,36119013304,0,11,41.148,-73.863,2,138
1650,8457,36119013400,0,11,41.161,-73.851,2,138
1651,8458,36119013500,0,11,41.172,-73.844,2,138
1652,8459,36119013600,0,11,41.174,-73.866,2,138
1653,8460,36119013700,0,11,41.179,-73.846,2,138
1654,8462,36119013900,0,1,41.21,-73.893,3,138
1655,8463,36119014000,0,1,41.263,-73.945,2,138
1656,8464,36119014100,0,10,41.278,-73.929,5,138
1657,8467,36119014400,0,10,41.299,-73.905,2,138
1658,8468,36119014500,0,10,41.284,-73.91,2,138
1659,8469,36119014604,0,1,41.249,-73.944,3,138
1660,8470,36119014605,0,1,41.241,-73.919,2,138
1661,8473,36119014701,0,10,41.314,-73.927,2,138
1662,8474,36119014703,0,10,41.321,-73.877,2,138
1663,8477,36119014805,0,10,41.219,-73.809,2,138
1664,8480,36119014809,0,10,41.257,-73.785,2,138
1665,8488,36119015000,0,1,41.334,-73.575,2,138
1666,8489,36119981000,0,11,41.084,-73.811,5,138
1667,8491,36119983000,0,10,41.243,-73.677,2,138
1668,8493,36119985000,0,11,41.046,-73.7,2,138
1669,8495,36121970200,0,5,42.826,-78.249,2,345
1670,8503,36121971000,0,5,42.563,-78.386,4,138
1671,8506,36123150200,0,4,42.712,-77.076,2,138
1672,8508,36123150400,0,4,42.608,-77.115,2,138
1673,8513,PSEG Hudson Generating Station,0,3,40.748,-74.072,1,345
1674,8523,Bergen Generating Station,0,0,40.837,-74.024,1,230
1675,8748,34003006300,0,3,40.814,-73.991,1,138
1676,8750,34003007002,0,0,40.972,-73.949,1,138
1677,8767,34003015200,0,0,40.907,-73.977,1,138
1678,8773,34003017200,0,0,40.943,-74.134,1,345
1679,8839,34003036100,0,0,40.86,-74.056,1,230
1680,8864,34003044201,0,0,41.052,-74.133,1,138
1681,9563,34017010800,0,3,40.659,-74.103,2,345
1682,9599,34017014800,0,3,40.772,-74.046,2,230
1683,9611,34017015802,0,3,40.782,-74.014,1,138
1684,9654,34017032400,0,3,40.793,-74.013,1,138
1685,9829,34023003600,0,3,40.59,-74.22,1,138
1686,9969,34025803400,0,0,40.342,-74.077,1,138
1687,10395,34031256802,0,0,41.143,-74.335,1,138
1688,12280,42069110600,0,0,41.555,-75.51,1,345
1689,12673,42083420400,0,0,41.967,-78.634,1,138
1690,13557,42115032600,0,0,41.831,-75.867,1,138
1691,75578,9001070300,0,0,41.163,-73.209,1,230
1692,75580,9001070600,0,0,41.175,-73.189,1,138
1693,76428,50007002200,0,0,44.545,-73.153,1,138
1694,76453,Indian Point 2,0,1,41.27,-73.952,9,138
1695,76454,Indian Point 3,0,1,41.27,-73.952,5,230
1696,76455,Indian Point 3,0,1,41.27,-73.951,5,138
1697,76456,Oswego Harbor Power,0,2,43.458,-76.531,2,230
1698,76457,Charles Poletti,0,3,40.775,-73.91,8,138
1699,76458,James A Fitzpatrick,0,4,43.52,-76.407,3,138
1700,76460,Somerset Operating Co LLC,0,5,43.358,-78.604,3,138
1701,76462,Nine Mile Point Nuclear Station,0,4,43.52,-76.409,3,230
1702,76463,Bowline Point,0,1,41.203,-73.968,6,230
1703,76464,Bowline Point,0,1,41.203,-73.967,7,138
1704,76466,Roseton Generating Facility,0,1,41.573,-73.965,4,230
1705,76467,Roseton Generating Facility,0,1,41.573,-73.964,7,138
1706,76470,Selkirk Cogen,0,6,42.573,-73.858,4,138
1707,76472,Northport,0,7,40.923,-73.341,3,230
1708,76473,Northport,0,7,40.923,-73.34,5,138
1709,76475,Arthur Kill Generating Station,0,3,40.591,-74.199,5,138
1710,76476,E F Barrett,0,7,40.616,-73.647,6,138
1711,76478,Athens Generating Plant,0,6,42.272,-73.848,7,138
1712,76479,Blenheim Gilboa,0,6,42.441,-74.447,3,138
1713,76483,Astoria Generating Station,0,3,40.787,-73.912,4,230
1714,76484,Astoria Generating Station,0,3,40.787,-73.911,3,138
1715,76485,Bethpage Power Plant,0,7,40.746,-73.498,6,138
1716,76487,Empire Generating Co  LLC,0,6,42.624,-73.749,7,138
1717,76488,Ravenswood,0,3,40.758,-73.945,6,138
1718,76490,Astoria Energy,0,3,40.782,-73.895,6,138
1719,76491,500MW CC,0,3,40.788,-73.906,4,230
1720,76492,500MW CC,0,3,40.788,-73.905,5,138
1721,76493,Sithe Independence Station,0,4,43.494,-76.45,3,138
1722,76496,Astoria Gas Turbines,0,3,40.786,-73.904,4,230
1723,76497,Astoria Gas Turbines,0,3,40.786,-73.903,5,138
1724,76509,Saranac Facility,0,8,44.712,-73.455,3,138
1725,76514,Covanta Hempstead,0,7,40.738,-73.59,4,230
1726,76515,Covanta Hempstead,0,7,40.738,-73.589,3,138
1727,76517,Danskammer Generating Station,0,1,41.57,-73.974,4,230
1728,76518,Danskammer Generating Station,0,1,41.57,-73.973,7,138
1729,76526,Robert Moses Power Dam,0,0,45.003,-74.798,3,138
1730,76528,Holtsville,0,7,40.816,-73.065,3,138
1731,76530,Fortistar North Tonawanda,0,5,43.047,-78.853,8,138
1732,76533,Port Jefferson,0,7,40.949,-73.078,3,138
1733,76540,Rensselaer Cogen,0,6,42.624,-73.749,4,230
1734,76542,Lockport Energy Associates LP,0,5,43.161,-78.744,3,230
1735,76543,Lockport Energy Associates LP,0,5,43.161,-78.743,3,138
1736,76552,Shoemaker,0,1,41.427,-74.418,3,138
1737,76560,Stark,0,9,44.454,-74.76,2,138
1738,76563,Five Falls,0,9,44.526,-74.848,3,138
1739,76565,Gowanus Gas Turbines Generating,0,3,40.663,-74.004,4,138
1740,76582,36005001900,0,3,40.804,-73.924,9,138
1741,76654,36005046201,0,3,40.873,-73.826,6,138
1742,76655,36005046202,0,3,40.878,-73.833,4,138
1743,76684,36017970300,0,9,42.532,-75.526,4,138
1744,76702,36025970600,0,9,42.173,-75.126,5,230
1745,76703,36025970600,0,9,42.173,-75.125,3,138
1746,76735,36029010803,0,5,42.9,-78.741,7,138
1747,76779,36047001800,0,3,40.656,-74.009,5,138
1748,76862,36047044900,0,3,40.717,-73.93,7,138
1749,76951,36055013104,0,2,43.08,-77.632,9,138
1750,76980,36059407301,0,7,40.731,-73.597,6,138
1751,77029,36061006800,0,3,40.739,-73.983,3,138
1752,77032,36061007200,0,3,40.744,-73.98,4,230
1753,77033,36061007200,0,3,40.744,-73.979,4,138
1754,77037,36061008200,0,3,40.75,-73.98,3,138
1755,77042,36061009600,0,3,40.755,-73.98,7,138
1756,77053,36061013600,0,3,40.772,-73.948,4,230
1757,77054,36061013600,0,3,40.772,-73.947,3,138
1758,77056,36061013800,0,3,40.774,-73.953,4,138
1759,77094,36061025100,0,3,40.839,-73.939,4,230
1760,77095,36061025100,0,3,40.839,-73.938,6,138
1761,77098,36061027700,0,3,40.854,-73.926,6,138
1762,77121,36065023400,0,9,43.099,-75.288,6,138
1763,77157,36067014400,0,4,43.095,-76.096,7,138
1764,77161,36067015400,0,4,43.077,-76.016,4,230
1765,77162,36067015400,0,4,43.077,-76.015,3,138
1766,77179,36071011900,0,1,41.379,-74.36,4,138
1767,77196,36075021401,0,2,43.403,-76.554,6,138
1768,77197,36075021601,0,2,43.457,-76.515,5,138
1769,77200,36075021605,0,4,43.465,-76.488,4,138
1770,77224,36081010300,0,3,40.78,-73.914,5,138
1771,77231,36081014300,0,3,40.765,-73.911,2,138
1772,77233,36081014700,0,3,40.762,-73.91,4,138
1773,77236,36081016300,0,3,40.755,-73.909,4,138
1774,77254,36081025500,0,3,40.749,-73.907,5,138
1775,77335,36081079900,0,3,40.746,-73.826,8,138
1776,77359,36083051500,0,6,42.632,-73.744,5,138
1777,77390,36085029102,0,3,40.608,-74.186,8,138
1778,77394,36087010101,0,1,41.262,-74.02,3,138
1779,77395,36087010102,0,1,41.222,-73.995,4,230
1780,77401,36087011102,0,1,41.099,-73.947,4,138
1781,77410,36087013003,0,1,41.061,-73.933,2,138
1782,77411,36087013100,0,1,41.093,-73.922,3,138
1783,77412,36087013402,0,1,41.02,-73.918,3,138
1784,77426,36093032101,0,6,42.815,-73.874,10,138
1785,77445,36103110600,0,7,40.903,-73.342,4,138
1786,77450,36103112206,0,7,40.779,-73.423,5,138
1787,77465,36103135209,0,7,40.816,-73.249,4,138
1788,77470,36103145701,0,7,40.812,-73.213,2,138
1789,77498,36105951100,0,1,41.699,-74.552,3,138
1790,77523,36113070500,0,6,43.31,-73.63,7,138
1791,77535,36119000201,0,11,40.919,-73.898,5,138
1792,77537,36119000300,0,11,40.931,-73.895,6,138
1793,77540,36119000802,0,11,40.956,-73.875,7,138
1794,77541,36119000900,0,11,40.973,-73.869,5,230
1795,77542,36119000900,0,11,40.973,-73.868,7,138
1796,77548,36119001900,0,11,40.964,-73.865,3,230
1797,77555,36119002600,0,11,40.895,-73.827,4,230
1798,77556,36119002600,0,11,40.895,-73.826,6,138
1799,77583,36119010200,0,11,40.99,-73.87,2,138
1800,77590,36119011200,0,11,41.053,-73.813,3,138
1801,77593,36119011400,0,11,41.065,-73.853,3,138
1802,77626,PSEG Linden Generating Station,0,3,40.621,-74.206,1,345
1803,77627,PSEG Linden Generating Station,0,3,40.621,-74.205,1,230
1804,77635,Bergen Generating Station,0,0,40.837,-74.023,1,138
1805,77640,Linden Cogen Plant,0,3,40.631,-74.215,1,138
1806,78036,34017010800,0,3,40.658,-74.102,1,138
1807,78605,42015950900,0,0,41.756,-76.394,1,138
1808,78886,42049001100,0,0,42.103,-80.114,1,138
1809,78955,42069110600,0,0,41.554,-75.509,1,230
1810,95339,PJM Proxy,0,0,42.251,-79.764,1,345
1811,95340,Brentwood,0,0,40.781,-73.246,1,138
1812,95341,Bayswater Peaking Facility LLC,0,0,40.61,-73.761,1,138
1813,95342,Binghamton Cogen,0,0,42.107,-75.928,1,138
1814,100000,Empire Wind Farm 1,0,7,40.34319479,-73.9784616,1,138
1815,100001,Empire Wind Farm 2,0,7,40.29977794,-73.79749713,1,138
1816,100002,Sunrise Wind Farm,0,7,41.0783869,-71.67779232,1,138
1817,100003,Beacon Wind Farm,0,7,40.99444764,-70.99696633,1,138
1818,100004,South Fork Wind Farm,0,7,41.17679844,-71.77422986,1,138
