index,bus,origbus,origid,bus_type,fuel,unit_type,pmax,pmin,status,cost_startup,cost_shutdown,min_ut,min_dt,start_time,is_fs,ramping_mw_per_min,forced_outage_rate,in_contingency,reserve_qualification,dispatchable,pwlc_slope_0,pwlc_intercept_0,pwlc_slope_1,pwlc_intercept_1,pwlc_slope_2,pwlc_intercept_2,pwlc_y_0,pwlc_x_0,pwlc_y_1,pwlc_x_1,pwlc_y_2,pwlc_x_2,pwlc_y_3,pwlc_x_3
0,10,3502,1,Slack,nuclear,ST (Steam Turbine),1299,0,1,0,0,24,48,24,0,20,0.12,1,0,1,412,0,412,0,412,0,0,0,1783.96,4.33,3567.92,8.66,5351.88,12.99
1,11,3503,1,PV,nuclear,ST (Steam Turbine),1012,0,1,0,0,24,48,24,0,20,0.12,1,0,1,412,0,412,0,412,0,0,0,1389.813333,3.373333333,2779.626667,6.746666667,4169.44,10.12
2,12,3504,1,PV,rfo,ST (Steam Turbine),901.8,45,1,0,0,0,0,4,0,901.8,0,1,1,1,7095.64,7776.407,7609.72,6076.85852,8123.8,2909.09756,10969.445,0.45,31234.59284,3.306,52967.95316,6.162,76169.52596,9.018
3,12,3504,2,PV,rfo,ST (Steam Turbine),901.8,45,1,0,0,0,0,4,0,901.8,0,1,1,1,7095.64,7776.407,7609.72,6076.85852,8123.8,2909.09756,10969.445,0.45,31234.59284,3.306,52967.95316,6.162,76169.52596,9.018
4,13,3505,1,PQ (Gens at Var Limit),rfo,ST (Steam Turbine),883,1,1,0,0,0,0,4,0,883,0,1,1,1,7024,7758.245,7553.2,6197.105,8082.4,3080.117,7828.485,0.01,28479.045,2.95,50685.453,5.89,74447.709,8.83
5,14,3506,1,PV (Local/Remote Reg Master),nuclear,ST (Steam Turbine),882,0,1,0,0,24,48,24,0,20,0.12,1,0,1,412,0,412,0,412,0,0,0,1211.28,2.94,2422.56,5.88,3633.84,8.82
6,15,3507,1,PV,coal,ST (Steam Turbine),655.1,150,1,0,0,24,48,12,0,4,0.08,1,1,1,1403.673333,922.06,1471.02,707.6506622,1538.366667,379.8519867,3027.57,1.5,5390.888002,3.183666667,7867.595342,4.867333333,10457.69202,6.551
7,16,3508,1,PQ (Remote Reg Slave),nuclear,ST (Steam Turbine),1259.3,75,1,0,0,24,48,24,0,20,0.12,1,0,1,412,0,412,0,412,0,309,0.75,1935.438667,4.697666667,3561.877333,8.645333333,5188.316,12.593
8,16,3508,2,PQ (Remote Reg Slave),nuclear,ST (Steam Turbine),641.8,105,1,0,0,24,48,24,0,20,0.12,1,0,1,412,0,412,0,412,0,432.6,1.05,1169.805333,2.839333333,1907.010667,4.628666667,2644.216,6.418
9,17,3509,1,PQ (Gens at Var Limit),ng,ST (Steam Turbine),621,100,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2226.8,1433.8,2331,1148.639333,2435.2,682.518,3660.6,1,7527.809333,2.736666667,11575.97933,4.473333333,15805.11,6.21
10,17,3509,2,PQ (Gens at Var Limit),ng,ST (Steam Turbine),621,80,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2216.8,1453.42,2325,1171.739333,2433.2,694.938,3226.86,0.8,7224.489333,2.603333333,11417.23933,4.406666667,15805.11,6.21
11,18,3510,1,PV,ng,ST (Steam Turbine),621,140,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2248.3,1391.2,2344.5,1102.279333,2440.7,659.118,4538.82,1.4,8143.594333,3.003333333,11902.60933,4.606666667,15815.865,6.21
12,18,3510,2,PV,ng,ST (Steam Turbine),621,140,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2248.3,1391.2,2344.5,1102.279333,2440.7,659.118,4538.82,1.4,8143.594333,3.003333333,11902.60933,4.606666667,15815.865,6.21
13,19,3511,1,PV,nuclear,ST (Steam Turbine),614,291,1,0,0,24,48,24,0,20,0.12,1,0,1,0,0,0,0,0,0,0,2.91,0,3.986666667,0,5.063333333,0,6.14
14,20,3512,1,PV,ng,CA (Combined Cycle Steam Part),148.4,11,1,0,0,2,2,4,0,4,0.03,1,1,1,1171.66,2229.8664,1464.78,2063.37424,1757.9,1762.63312,2358.749,0.11,2895.36928,0.568,3566.23852,1.026,4371.35672,1.484
15,20,3512,2,PV,ng,CA (Combined Cycle Steam Part),223,78.5,1,0,0,8,4.5,4,0,4,0.03,1,1,1,1550.55,2041.14,1637.25,1931.32,1723.95,1779.7395,3258.32175,0.785,4005.17,1.266666667,4793.77875,1.748333333,5624.148,2.23
16,20,3512,3,PV,ng,CA (Combined Cycle Steam Part),223,78.5,1,0,0,8,4.5,4,0,4,0.03,1,1,1,1550.55,2041.14,1637.25,1931.32,1723.95,1779.7395,3258.32175,0.785,4005.17,1.266666667,4793.77875,1.748333333,5624.148,2.23
17,20,3512,4,PV,ng,CT (Combined Cycle Combustion Turbine Part),95.2,45,1,0,0,2,2,1,1,4,0.03,1,1,1,1973.26,563.038,2003.38,544.44392,2033.5,520.80976,1451.005,0.45,1781.197173,0.617333333,2116.429427,0.784666667,2456.70176,0.952
18,20,3512,5,PV,ng,CT (Combined Cycle Combustion Turbine Part),95.2,45,1,0,0,2,2,1,1,4,0.03,1,1,1,1973.26,563.038,2003.38,544.44392,2033.5,520.80976,1451.005,0.45,1781.197173,0.617333333,2116.429427,0.784666667,2456.70176,0.952
19,20,3512,6,PV,ng,CT (Combined Cycle Combustion Turbine Part),95.2,45,1,0,0,2,2,1,1,4,0.03,1,1,1,1973.26,563.038,2003.38,544.44392,2033.5,520.80976,1451.005,0.45,1781.197173,0.617333333,2116.429427,0.784666667,2456.70176,0.952
20,21,3513,1,PV,ng,ST (Steam Turbine),387,40,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2217.4,873.09,2356.2,657.0246667,2495,280.414,1760.05,0.4,4324.842667,1.556666667,7050.180667,2.713333333,9936.064,3.87
21,21,3513,2,PV,ng,ST (Steam Turbine),387,40,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2217.3,873.09,2356.1,657.0246667,2494.9,280.414,1760.01,0.4,4324.687,1.556666667,7049.909333,2.713333333,9935.677,3.87
22,21,3513,3,PV,ng,ST (Steam Turbine),387,40,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2217.3,873.09,2356.1,657.0246667,2494.9,280.414,1760.01,0.4,4324.687,1.556666667,7049.909333,2.713333333,9935.677,3.87
23,21,3513,4,PV,ng,ST (Steam Turbine),387,30,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2207.3,883.63,2350.1,670.858,2492.9,288.154,1545.82,0.3,4172.507,1.49,6969.126,2.68,9935.677,3.87
24,22,3514,1,PV,ng,ST (Steam Turbine),535.5,150,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2239.05,1167.875,2316.15,953.1515,2393.25,639.3545,4526.45,1.5,7403.62925,2.785,10379.882,4.07,13455.20825,5.355
25,22,3514,2,PV,ng,ST (Steam Turbine),342,90,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2277.2,761.03,2378,585.638,2478.8,325.574,2810.51,0.9,4723.358,1.74,6720.878,2.58,8803.07,3.42
26,23,3515,1,PV,ng,ST (Steam Turbine),188,15,1,0,0,2,2,4,0,4,0.03,1,1,1,2320.333333,516.38,2447.2,424.1902222,2574.066667,258.8406667,864.43,0.15,2202.488889,0.726666667,3613.707556,1.303333333,5098.086,1.88
27,23,3515,10,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
28,23,3515,11,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
29,23,3515,12,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
30,23,3515,13,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
31,23,3515,14,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
32,23,3515,2,PV,ng,ST (Steam Turbine),188,15,1,0,0,2,2,4,0,4,0.03,1,1,1,6119.533333,2889.1,6177.2,2847.195556,6234.866667,2772.036667,3807.03,0.15,7335.960889,0.726666667,10898.14622,1.303333333,14493.586,1.88
33,23,3515,3,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
34,23,3515,4,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
35,23,3515,5,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
36,23,3515,6,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
37,23,3515,7,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,2267.303433,524.1054408,2272.7631,522.9605669,2278.222767,521.6802023,943.2844996,0.18488,999.5514131,0.209696667,1055.953817,0.234513333,1112.491712,0.25933
38,23,3515,8,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
39,23,3515,9,PV,ng,GT (Gas Turbine),25.933,18.488,1,0,0,2,2,1,1,4,0.03,1,1,1,6095.428833,2892.611564,6097.9105,2892.091167,6100.392167,2891.509183,4019.534447,0.18488,4170.802672,0.209696667,4322.132485,0.234513333,4473.523883,0.25933
40,24,3516,1,PV,ng,CA (Combined Cycle Steam Part),141,90,1,0,0,2,2,4,0,4,0.03,1,1,1,1585.1,1941.7,1693.9,1825.284,1802.7,1690.372,3368.29,0.9,3637.757,1.07,3925.72,1.24,4232.179,1.41
41,24,3516,2,PV,ng,CA (Combined Cycle Steam Part),141,90,1,0,0,2,2,4,0,4,0.03,1,1,1,1585.1,1941.7,1693.9,1825.284,1802.7,1690.372,3368.29,0.9,3637.757,1.07,3925.72,1.24,4232.179,1.41
42,24,3516,3,PV,ng,CA (Combined Cycle Steam Part),141,90,1,0,0,2,2,4,0,4,0.03,1,1,1,1585.1,1941.7,1693.9,1825.284,1802.7,1690.372,3368.29,0.9,3637.757,1.07,3925.72,1.24,4232.179,1.41
43,24,3516,4,PV,ng,CT (Combined Cycle Combustion Turbine Part),300,194,1,0,0,8,4.5,1,1,4,0.03,1,1,1,2240.466667,-163.0073333,2424.2,-584.3691111,2607.933333,-1070.65,4183.498,1.94,4975.129556,2.293333333,5831.680222,2.646666667,6753.15,3
44,24,3516,5,PV,ng,CT (Combined Cycle Combustion Turbine Part),300,194,1,0,0,8,4.5,1,1,4,0.03,1,1,1,2240.466667,-163.0073333,2424.2,-584.3691111,2607.933333,-1070.65,4183.498,1.94,4975.129556,2.293333333,5831.680222,2.646666667,6753.15,3
45,24,3516,6,PV,ng,CT (Combined Cycle Combustion Turbine Part),300,194,1,0,0,8,4.5,1,1,4,0.03,1,1,1,2240.466667,-163.0073333,2424.2,-584.3691111,2607.933333,-1070.65,4183.498,1.94,4975.129556,2.293333333,5831.680222,2.646666667,6753.15,3
46,25,3517,1,PQ (Gens at Var Limit),hydro,PS (Hydro Pumped Storage),250,1,1,0,0,0,0,0,0,50,0.01,1,0,1,1564.4,302.804,1713.8,177.308,1863.2,-72.19,318.448,0.01,1616.9,0.84,3039.354,1.67,4585.81,2.5
47,25,3517,2,PQ (Gens at Var Limit),hydro,PS (Hydro Pumped Storage),250,1,1,0,0,0,0,0,0,50,0.01,1,0,1,1564.4,302.804,1713.8,177.308,1863.2,-72.19,318.448,0.01,1616.9,0.84,3039.354,1.67,4585.81,2.5
48,25,3517,3,PQ (Gens at Var Limit),hydro,PS (Hydro Pumped Storage),250,1,1,0,0,0,0,0,0,50,0.01,1,0,1,1564.4,302.804,1713.8,177.308,1863.2,-72.19,318.448,0.01,1616.9,0.84,3039.354,1.67,4585.81,2.5
49,25,3517,4,PQ (Gens at Var Limit),hydro,PS (Hydro Pumped Storage),250,1,1,0,0,0,0,0,0,50,0.01,1,0,1,1564.4,302.804,1713.8,177.308,1863.2,-72.19,318.448,0.01,1616.9,0.84,3039.354,1.67,4585.81,2.5
50,26,3518,1,PQ (Gens at Var Limit),ng,CA (Combined Cycle Steam Part),152.7,80,1,0,0,2,2,4,0,4,0.03,1,1,1,1544.246667,1983.022667,1699.34,1821.363716,1854.433333,1622.12048,3218.42,0.8,3592.642442,1.042333333,4004.449169,1.284666667,4453.84018,1.527
51,26,3518,2,PQ (Gens at Var Limit),ng,CT (Combined Cycle Combustion Turbine Part),196.2,125,1,0,0,2,2,1,1,4,0.03,1,1,1,2123.56,420.715,2166.28,357.17612,2209,283.49836,3075.165,1.25,3579.156573,1.487333333,4093.287027,1.724666667,4617.55636,1.962
52,27,3519,1,PQ (Gens at Var Limit),ng,ST (Steam Turbine),200,65,1,0,0,2,2,4,0,4,0.03,1,1,1,2395.5,474.5,2494.5,365.6,2593.5,212.15,2031.575,0.65,3109.55,1.1,4232.075,1.55,5399.15,2
53,27,3519,2,PQ (Gens at Var Limit),ng,ST (Steam Turbine),156.2,45,1,0,0,2,2,4,0,4,0.03,1,1,1,2457.493333,399.848,2561.28,314.6737422,2665.066667,191.0292267,1505.72,0.45,2416.630862,0.820666667,3366.011982,1.191333333,4353.86336,1.562
54,27,3519,3,PQ (Gens at Var Limit),ng,GT (Gas Turbine),180,110,1,0,0,2,2,1,1,4,0.03,1,1,1,6197.366667,2821.216667,6220.7,2790.105556,6244.033333,2753.55,9638.32,1.1,11084.37222,1.333333333,12535.86889,1.566666667,13992.81,1.8
55,27,3519,4,PQ (Gens at Var Limit),ng,GT (Gas Turbine),180,110,1,0,0,2,2,1,1,4,0.03,1,1,1,6197.366667,2821.216667,6220.7,2790.105556,6244.033333,2753.55,9638.32,1.1,11084.37222,1.333333333,12535.86889,1.566666667,13992.81,1.8
56,28,3520,1,PQ (Gens at Var Limit),ng,ST (Steam Turbine),180,60,1,0,0,2,2,4,0,4,0.03,1,1,1,2423.7,449.25,2519.7,353.25,2615.7,218.85,1903.47,0.6,2872.95,1,3880.83,1.4,4927.11,1.8
57,28,3520,2,PQ (Gens at Var Limit),ng,ST (Steam Turbine),376,75,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2250.1,831.55,2370.5,620.4486667,2490.9,288.546,2519.125,0.75,4776.725333,1.753333333,7155.127,2.756666667,9654.33,3.76
58,28,3520,3,PQ (Gens at Var Limit),ng,ST (Steam Turbine),387,75,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2248.6,839.48,2373.4,616.088,2498.2,262.904,2525.93,0.75,4864.474,1.79,7332.81,2.83,9930.938,3.87
59,28,3520,4,PQ (Gens at Var Limit),ng,ST (Steam Turbine),387,75,1,0,0,8,4.5,4,0,4,0.03,1,1,1,2248.6,839.48,2373.4,616.088,2498.2,262.904,2525.93,0.75,4864.474,1.79,7332.81,2.83,9930.938,3.87
60,29,3521,1,PQ (Gens at Var Limit),ng,CA (Combined Cycle Steam Part),89.8,37.5,1,0,0,2,2,4,0,4,0.03,1,1,1,1250.486667,2183.94,1362.06,2122.649049,1473.633333,2041.907147,2652.8725,0.375,2870.874009,0.549333333,3108.326469,0.723666667,3365.22988,0.898
61,29,3521,2,PQ (Gens at Var Limit),ng,CA (Combined Cycle Steam Part),89.8,37.5,1,0,0,2,2,4,0,4,0.03,1,1,1,1250.486667,2183.94,1362.06,2122.649049,1473.633333,2041.907147,2652.8725,0.375,2870.874009,0.549333333,3108.326469,0.723666667,3365.22988,0.898
62,29,3521,3,PQ (Gens at Var Limit),ng,CT (Combined Cycle Combustion Turbine Part),60,35,1,0,0,2,2,1,1,4,0.03,1,1,1,1903.066667,-29.04333333,1991.4,-67.32111111,2079.733333,-112.96,637.03,0.35,795.6188889,0.433333333,961.5688889,0.516666667,1134.88,0.6
63,29,3521,4,PQ (Gens at Var Limit),ng,GT (Gas Turbine),60,35,1,0,0,2,2,1,1,4,0.03,1,1,1,1903.066667,-29.04333333,1991.4,-67.32111111,2079.733333,-112.96,637.03,0.35,795.6188889,0.433333333,961.5688889,0.516666667,1134.88,0.6
64,29,3521,5,PQ (Gens at Var Limit),ng,CT (Combined Cycle Combustion Turbine Part),33.7,15,1,0,0,2,2,1,1,4,0.03,1,1,1,1679.936667,34.4595,1746.01,20.42992889,1812.083333,2.281786667,286.45,0.15,391.1660522,0.212333333,500.0006756,0.274666667,612.95387,0.337
65,29,3521,6,PQ (Gens at Var Limit),ng,CT (Combined Cycle Combustion Turbine Part),33.7,15,1,0,0,2,2,1,1,4,0.03,1,1,1,1679.936667,34.4595,1746.01,20.42992889,1812.083333,2.281786667,286.45,0.15,391.1660522,0.212333333,500.0006756,0.274666667,612.95387,0.337
66,29,3521,7,PQ (Gens at Var Limit),ng,CA (Combined Cycle Steam Part),36,5,1,0,0,2,2,4,0,4,0.03,1,1,1,1595.666667,47.27666667,1705.2,30.48155556,1814.733333,2.368,127.06,0.05,291.9455556,0.153333333,468.1495556,0.256666667,655.672,0.36
67,30,3522,1,PV,ng,CT (Combined Cycle Combustion Turbine Part),179,90,1,0,0,2,2,1,1,4,0.03,1,1,1,1625.633333,1905.22,1815.5,1678.012889,2005.366667,1394.478667,3368.29,0.9,3850.561222,1.196666667,4389.159556,1.493333333,4984.085,1.79
68,30,3522,2,PV,ng,CT (Combined Cycle Combustion Turbine Part),179,90,1,0,0,2,2,1,1,4,0.03,1,1,1,1625.633333,1905.22,1815.5,1678.012889,2005.366667,1394.478667,3368.29,0.9,3850.561222,1.196666667,4389.159556,1.493333333,4984.085,1.79
69,30,3522,3,PV,ng,CA (Combined Cycle Steam Part),295.7,135,1,0,0,8,4.5,4,0,4,0.03,1,1,1,1981.073333,331.881,2259.62,-193.3651644,2538.166667,-867.8194933,3006.33,1.35,4067.524949,1.885666667,5277.928062,2.421333333,6637.53934,2.957
70,31,3523,1,PQ (Gens at Var Limit),ng,GT (Gas Turbine),25,10,1,0,0,2,2,1,1,4,0.03,1,1,1,1418.7,314.96,1444.7,311.06,1470.7,305.86,456.83,0.1,527.765,0.15,600,0.2,673.535,0.25
71,31,3523,10,PQ (Gens at Var Limit),ng,GT (Gas Turbine),42.9,10,1,0,0,2,2,1,1,4,0.03,1,1,1,1434.213333,313.4086667,1491.24,301.4520756,1548.266667,283.24156,456.83,0.1,614.1153956,0.209666667,777.6547156,0.319333333,947.44796,0.429
72,31,3523,11,PQ (Gens at Var Limit),ng,GT (Gas Turbine),42.9,10,1,0,0,2,2,1,1,4,0.03,1,1,1,1434.213333,313.4086667,1491.24,301.4520756,1548.266667,283.24156,456.83,0.1,614.1153956,0.209666667,777.6547156,0.319333333,947.44796,0.429
73,31,3523,12,PQ (Gens at Var Limit),ng,GT (Gas Turbine),42.9,10,1,0,0,2,2,1,1,4,0.03,1,1,1,1434.213333,313.4086667,1491.24,301.4520756,1548.266667,283.24156,456.83,0.1,614.1153956,0.209666667,777.6547156,0.319333333,947.44796,0.429
74,31,3523,13,PQ (Gens at Var Limit),ng,GT (Gas Turbine),42.9,10,1,0,0,2,2,1,1,4,0.03,1,1,1,1434.213333,313.4086667,1491.24,301.4520756,1548.266667,283.24156,456.83,0.1,614.1153956,0.209666667,777.6547156,0.319333333,947.44796,0.429
75,31,3523,14,PQ (Gens at Var Limit),ng,GT (Gas Turbine),42.9,10,1,0,0,2,2,1,1,4,0.03,1,1,1,1434.213333,313.4086667,1491.24,301.4520756,1548.266667,283.24156,456.83,0.1,614.1153956,0.209666667,777.6547156,0.319333333,947.44796,0.429
